user_id,user_command,gold_sql
user_5,Добавь трату 68542 рублей на транспорт 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_5', 'expense', 'транспорт', 68542, date('now', '-3 day'));"
user_5,Покажи мои траты на зарплата между '2024-01-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-01-01' AND '2024-02-28';"
user_4,Добавь трату 59262 рублей на подарок 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'подарок', 59262, date('now', '-3 day'));"
user_1,Какова средняя сумма моих трат на продукты за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-30 days');"
user_2,Сколько я потратил на одежда за последние 7 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'одежда' AND date >= date('now', '-7 days');"
user_1,Какова средняя сумма моих трат на подарок за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'подарок' AND date >= date('now', '-1 days');"
user_3,Добавь трату 30959 рублей на одежда 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'одежда', 30959, date('now', '-1 day'));"
user_4,Какова средняя сумма моих трат на развлечения за последние 3 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'развлечения' AND date >= date('now', '-3 days');"
user_4,Сколько я потратил на еда за последние 30 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'еда' AND date >= date('now', '-30 days');"
user_1,Покажи мои траты на еда между '2024-03-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'еда' AND date BETWEEN '2024-03-01' AND '2024-01-31';"
user_3,Добавь трату 98409 рублей на транспорт 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'транспорт', 98409, date('now', '-7 day'));"
user_5,Покажи мои расходы по категориям за последние 1 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND date >= date('now', '-1 days')
GROUP BY category;"
user_4,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_1,Сколько я потратил на развлечения за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'развлечения' AND date >= date('now', '-3 days');"
user_5,Покажи мои траты на фриланс между '2024-01-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'фриланс' AND date BETWEEN '2024-01-01' AND '2024-02-28';"
user_4,Покажи мои траты на зарплата между '2024-02-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-02-01' AND '2024-03-31';"
user_5,Покажи мои траты на транспорт между '2024-03-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'транспорт' AND date BETWEEN '2024-03-01' AND '2024-02-28';"
user_1,Сколько я потратил на транспорт за последние 7 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-7 days');"
user_1,Удалите мои последние траты на еда,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'еда'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'еда' AND type = 'expense');"
user_5,Сколько я потратил на продукты за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-3 days');"
user_1,Добавь трату 88243 рублей на транспорт 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_1', 'expense', 'транспорт', 88243, date('now', '-1 day'));"
user_3,Сколько я потратил на медицина за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'медицина' AND date >= date('now', '-1 days');"
user_2,Какова средняя сумма моих трат на транспорт за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-1 days');"
user_2,Какова средняя сумма моих трат на подарок за последние 7 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'подарок' AND date >= date('now', '-7 days');"
user_3,Удалите мои последние траты на зарплата,"DELETE FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'зарплата'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_3' AND category = 'зарплата' AND type = 'expense');"
user_5,Удалите мои последние траты на продукты,"DELETE FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'продукты'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_5' AND category = 'продукты' AND type = 'expense');"
user_3,Покажи мои траты на подарок между '2024-02-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'подарок' AND date BETWEEN '2024-02-01' AND '2024-03-31';"
user_3,Добавь трату 71794 рублей на медицина 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'медицина', 71794, date('now', '-3 day'));"
user_5,Какова средняя сумма моих трат на транспорт за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-30 days');"
user_2,Какова средняя сумма моих трат на транспорт за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-1 days');"
user_4,Покажи мои расходы по категориям за последние 7 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-7 days')
GROUP BY category;"
user_1,Какова средняя сумма моих трат на транспорт за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-1 days');"
user_3,Добавь трату 70465 рублей на подарок 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'подарок', 70465, date('now', '-1 day'));"
user_4,Покажи мои траты на медицина между '2024-01-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'медицина' AND date BETWEEN '2024-01-01' AND '2024-02-28';"
user_5,Покажи мои траты на фриланс между '2024-01-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'фриланс' AND date BETWEEN '2024-01-01' AND '2024-01-31';"
user_2,Добавь трату 62578 рублей на одежда 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'одежда', 62578, date('now', '-7 day'));"
user_1,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_1,Какова средняя сумма моих трат на развлечения за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'развлечения' AND date >= date('now', '-30 days');"
user_2,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_1,Удалите мои последние траты на еда,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'еда'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'еда' AND type = 'expense');"
user_2,Удалите мои последние траты на транспорт,"DELETE FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'транспорт'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_2' AND category = 'транспорт' AND type = 'expense');"
user_3,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_4,Сколько я потратил на продукты за последние 7 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-7 days');"
user_1,Покажи мои траты на зарплата между '2024-02-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-02-01' AND '2024-02-28';"
user_4,Сколько я потратил на подарок за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'подарок' AND date >= date('now', '-3 days');"
user_1,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_3,Покажи мои траты на транспорт между '2024-03-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'транспорт' AND date BETWEEN '2024-03-01' AND '2024-01-31';"
user_5,Покажи мои траты на медицина между '2024-01-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'медицина' AND date BETWEEN '2024-01-01' AND '2024-03-31';"
user_2,Покажи мои расходы по категориям за последние 1 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-1 days')
GROUP BY category;"
user_1,Сколько я потратил на медицина за последние 30 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'медицина' AND date >= date('now', '-30 days');"
user_5,Покажи мои траты на подарок между '2024-01-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'подарок' AND date BETWEEN '2024-01-01' AND '2024-03-31';"
user_2,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_4,Сколько я потратил на зарплата за последние 30 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'зарплата' AND date >= date('now', '-30 days');"
user_2,Какова средняя сумма моих трат на медицина за последние 3 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'медицина' AND date >= date('now', '-3 days');"
user_1,Удалите мои последние траты на фриланс,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'фриланс'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'фриланс' AND type = 'expense');"
user_5,Покажи мои траты на подарок между '2024-01-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'подарок' AND date BETWEEN '2024-01-01' AND '2024-02-28';"
user_5,Какова средняя сумма моих трат на еда за последние 7 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'еда' AND date >= date('now', '-7 days');"
user_2,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_2,Какова средняя сумма моих трат на транспорт за последние 3 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-3 days');"
user_2,Удалите мои последние траты на развлечения,"DELETE FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'развлечения'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_2' AND category = 'развлечения' AND type = 'expense');"
user_3,Покажи мои траты на транспорт между '2024-03-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'транспорт' AND date BETWEEN '2024-03-01' AND '2024-03-31';"
user_4,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_3,Сколько я потратил на транспорт за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-1 days');"
user_1,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_1,Покажи мои траты на еда между '2024-02-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'еда' AND date BETWEEN '2024-02-01' AND '2024-02-28';"
user_5,Какова средняя сумма моих трат на транспорт за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-1 days');"
user_5,Покажи мои расходы по категориям за последние 7 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND date >= date('now', '-7 days')
GROUP BY category;"
user_1,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_5,Удалите мои последние траты на развлечения,"DELETE FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'развлечения'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_5' AND category = 'развлечения' AND type = 'expense');"
user_4,Добавь трату 74211 рублей на транспорт 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'транспорт', 74211, date('now', '-3 day'));"
user_5,Удалите мои последние траты на зарплата,"DELETE FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'зарплата'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_5' AND category = 'зарплата' AND type = 'expense');"
user_1,Какова средняя сумма моих трат на одежда за последние 7 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'одежда' AND date >= date('now', '-7 days');"
user_4,Добавь трату 1978 рублей на развлечения 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'развлечения', 1978, date('now', '-7 day'));"
user_3,Добавь трату 85844 рублей на медицина 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'медицина', 85844, date('now', '-7 day'));"
user_1,Добавь трату 33454 рублей на фриланс 30 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_1', 'expense', 'фриланс', 33454, date('now', '-30 day'));"
user_1,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_2,Сколько я потратил на еда за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'еда' AND date >= date('now', '-3 days');"
user_5,Какова средняя сумма моих трат на медицина за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'медицина' AND date >= date('now', '-30 days');"
user_1,Покажи мои расходы по категориям за последние 7 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-7 days')
GROUP BY category;"
user_4,Добавь трату 34925 рублей на подарок 30 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'подарок', 34925, date('now', '-30 day'));"
user_1,Добавь трату 43155 рублей на развлечения 30 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_1', 'expense', 'развлечения', 43155, date('now', '-30 day'));"
user_2,Покажи мои траты на подарок между '2024-02-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'подарок' AND date BETWEEN '2024-02-01' AND '2024-01-31';"
user_2,Покажи мои траты на подарок между '2024-02-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'подарок' AND date BETWEEN '2024-02-01' AND '2024-03-31';"
user_1,Добавь трату 46486 рублей на одежда 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_1', 'expense', 'одежда', 46486, date('now', '-7 day'));"
user_5,Покажи мои траты на еда между '2024-03-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'еда' AND date BETWEEN '2024-03-01' AND '2024-03-31';"
user_4,Добавь трату 34712 рублей на одежда 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'одежда', 34712, date('now', '-1 day'));"
user_4,Сколько я потратил на развлечения за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'развлечения' AND date >= date('now', '-1 days');"
user_4,Покажи мои траты на зарплата между '2024-02-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-02-01' AND '2024-01-31';"
user_5,Какова средняя сумма моих трат на одежда за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'одежда' AND date >= date('now', '-30 days');"
user_5,Какова средняя сумма моих трат на развлечения за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'развлечения' AND date >= date('now', '-1 days');"
user_2,Добавь трату 55073 рублей на фриланс 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'фриланс', 55073, date('now', '-7 day'));"
user_4,Сколько я потратил на медицина за последние 7 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'медицина' AND date >= date('now', '-7 days');"
user_2,Добавь трату 33795 рублей на медицина 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'медицина', 33795, date('now', '-3 day'));"
user_3,Добавь трату 5858 рублей на медицина 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'медицина', 5858, date('now', '-3 day'));"
user_4,Сколько я потратил на транспорт за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-3 days');"
user_2,Покажи мои расходы по категориям за последние 1 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-1 days')
GROUP BY category;"
user_4,Покажи мои расходы по категориям за последние 7 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-7 days')
GROUP BY category;"
user_2,Добавь трату 11507 рублей на продукты 30 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'продукты', 11507, date('now', '-30 day'));"
user_5,Сколько я потратил на транспорт за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-1 days');"
user_3,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_1,Покажи мои траты на подарок между '2024-01-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'подарок' AND date BETWEEN '2024-01-01' AND '2024-01-31';"
user_5,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_1,Покажи мои траты на продукты между '2024-01-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'продукты' AND date BETWEEN '2024-01-01' AND '2024-01-31';"
user_4,Покажи мои траты на транспорт между '2024-01-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'транспорт' AND date BETWEEN '2024-01-01' AND '2024-01-31';"
user_5,Добавь трату 51568 рублей на развлечения 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_5', 'expense', 'развлечения', 51568, date('now', '-7 day'));"
user_1,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_4,Покажи мои траты на транспорт между '2024-02-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'транспорт' AND date BETWEEN '2024-02-01' AND '2024-02-28';"
user_2,Сколько я потратил на фриланс за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'фриланс' AND date >= date('now', '-3 days');"
user_3,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_5,Покажи мои расходы по категориям за последние 1 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND date >= date('now', '-1 days')
GROUP BY category;"
user_3,Покажи мои траты на одежда между '2024-01-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'одежда' AND date BETWEEN '2024-01-01' AND '2024-03-31';"
user_2,Добавь трату 16444 рублей на развлечения 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'развлечения', 16444, date('now', '-3 day'));"
user_2,Добавь трату 7855 рублей на еда 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'еда', 7855, date('now', '-1 day'));"
user_2,Удалите мои последние траты на развлечения,"DELETE FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'развлечения'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_2' AND category = 'развлечения' AND type = 'expense');"
user_4,Сколько я потратил на подарок за последние 7 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'подарок' AND date >= date('now', '-7 days');"
user_3,Покажи мои траты на фриланс между '2024-01-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'фриланс' AND date BETWEEN '2024-01-01' AND '2024-01-31';"
user_1,Добавь трату 63381 рублей на медицина 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_1', 'expense', 'медицина', 63381, date('now', '-7 day'));"
user_4,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_3,Добавь трату 85245 рублей на фриланс 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'фриланс', 85245, date('now', '-3 day'));"
user_3,Покажи мои траты на фриланс между '2024-03-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'фриланс' AND date BETWEEN '2024-03-01' AND '2024-03-31';"
user_5,Какова средняя сумма моих трат на транспорт за последние 3 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-3 days');"
user_1,Какова средняя сумма моих трат на зарплата за последние 7 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'зарплата' AND date >= date('now', '-7 days');"
user_2,Добавь трату 61887 рублей на одежда 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'одежда', 61887, date('now', '-7 day'));"
user_4,Покажи мои траты на развлечения между '2024-03-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'развлечения' AND date BETWEEN '2024-03-01' AND '2024-01-31';"
user_2,Покажи мои траты на еда между '2024-03-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'еда' AND date BETWEEN '2024-03-01' AND '2024-01-31';"
user_4,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_2,Добавь трату 93983 рублей на фриланс 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'фриланс', 93983, date('now', '-1 day'));"
user_3,Удалите мои последние траты на фриланс,"DELETE FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'фриланс'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_3' AND category = 'фриланс' AND type = 'expense');"
user_1,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_5,Покажи мои траты на подарок между '2024-01-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'подарок' AND date BETWEEN '2024-01-01' AND '2024-02-28';"
user_5,Какова средняя сумма моих трат на еда за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'еда' AND date >= date('now', '-30 days');"
user_5,Покажи мои расходы по категориям за последние 1 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND date >= date('now', '-1 days')
GROUP BY category;"
user_4,Покажи мои траты на еда между '2024-03-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'еда' AND date BETWEEN '2024-03-01' AND '2024-03-31';"
user_3,Какова средняя сумма моих трат на медицина за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'медицина' AND date >= date('now', '-1 days');"
user_2,Сколько я потратил на зарплата за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'зарплата' AND date >= date('now', '-3 days');"
user_5,Удалите мои последние траты на фриланс,"DELETE FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'фриланс'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_5' AND category = 'фриланс' AND type = 'expense');"
user_5,Покажи мои траты на еда между '2024-02-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'еда' AND date BETWEEN '2024-02-01' AND '2024-01-31';"
